Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000231789	1	9672405	9687604	PIK3CD-AS2	3	lncRNA
ENSG00000171603	1	9728926	9823984	CLSTN1	6	protein_coding
ENSG00000271264	1	9780822	9781240	MZT1P1	1	processed_pseudogene
ENSG00000280113	1	9826289	9828271		2	TEC
ENSG00000178585	1	9848276	9910336	CTNNBIP1	4	protein_coding
ENSG00000223989	1	9848318	9850154		1	lncRNA
ENSG00000285701	1	9900614	9908034		2	lncRNA
ENSG00000228150	1	9909408	9949974		11	lncRNA
ENSG00000162441	1	9922113	9943407	LZIC	5	protein_coding
ENSG00000173614	1	9943428	9985501	NMNAT1	5	protein_coding
ENSG00000202415	1	9947318	9947636	RN7SKP269	1	misc_RNA
ENSG00000283611	1	9950572	9960787	TMEM274P	1	unitary_pseudogene
ENSG00000265521	1	9967381	9967458	MIR5697	1	miRNA
ENSG00000241326	1	9983141	9984568		1	lncRNA
ENSG00000162444	1	9997206	10016021	RBP7	2	protein_coding
ENSG00000295340	10	10781	43869		6	lncRNA
ENSG00000260370	10	13839	35930		8	lncRNA
ENSG00000237297	10	44712	46884		1	unprocessed_pseudogene
ENSG00000261456	10	46888	74163	TUBB8	7	protein_coding
ENSG00000232420	10	80394	86265	IL9RP2	1	transcribed_unprocessed_pseudogene
ENSG00000300366	10	82511	84760		1	lncRNA
ENSG00000015171	10	130088	254637	ZMYND11	26	protein_coding
ENSG00000276662	10	147820	148751	DDX20P1	1	unprocessed_pseudogene
ENSG00000212331	10	154831	154943	RNA5SP297	1	rRNA_pseudogene
ENSG00000151240	10	274201	689668	DIP2C	4	protein_coding
ENSG00000201861	10	282015	282125	RNA5SP298	1	rRNA_pseudogene
ENSG00000239822	10	430239	430504	RN7SL754P	1	misc_RNA
ENSG00000233021	10	437561	441170		1	lncRNA
ENSG00000304473	10	583335	583963		1	lncRNA
ENSG00000225140	10	628526	631257		2	lncRNA
ENSG00000294560	10	635180	635573		1	lncRNA
ENSG00000263511	10	641689	641778	MIR5699	1	miRNA
ENSG00000180525	10	649948	669581	DIP2C-AS1	7	lncRNA
ENSG00000231601	10	743992	744958		1	lncRNA
ENSG00000107929	10	806933	931821	LARP4B	17	protein_coding
ENSG00000229869	10	931992	947614	LARP4B-DT	5	lncRNA
ENSG00000205740	10	934706	988394		8	lncRNA
ENSG00000107937	10	988434	1019932	GTPBP4	5	protein_coding
ENSG00000148377	10	1018910	1025859	IDI2	1	protein_coding
ENSG00000232656	10	1022551	1045425	IDI2-AS1	11	lncRNA
ENSG00000067064	10	1039152	1049119	IDI1	6	protein_coding
ENSG00000047056	10	1049538	1160991	WDR37	16	protein_coding
ENSG00000303579	10	1054085	1056488		1	lncRNA
ENSG00000306084	10	1156498	1159755		7	lncRNA
ENSG00000229205	10	1159768	1289426	LINC00200	6	lncRNA
ENSG00000185736	10	1177313	1737525	ADARB2	7	protein_coding
ENSG00000287043	10	1201406	1208389		1	lncRNA
ENSG00000282390	10	1290018	1293002		1	lncRNA
ENSG00000300765	10	1319273	1328171		2	lncRNA
ENSG00000309582	10	1328282	1329013		1	lncRNA
ENSG00000233052	10	1361001	1361637		1	lncRNA
ENSG00000205696	10	1526584	1557574	ADARB2-AS1	8	lncRNA
ENSG00000295912	10	1883489	1905232		2	lncRNA
ENSG00000295158	10	1939837	1943036		2	lncRNA
ENSG00000287653	10	1957589	1960190		1	lncRNA
ENSG00000299746	10	1966816	1970456		1	lncRNA
ENSG00000299703	10	1968941	2014594		6	lncRNA
ENSG00000234962	10	1989076	2015005	LINC00700	15	lncRNA
ENSG00000289427	10	2040949	2070485		7	lncRNA
ENSG00000226694	10	2071845	2081097		1	lncRNA
ENSG00000303635	10	2075233	2076279		1	lncRNA
ENSG00000278069	10	2076019	2076089	MIR6072	1	miRNA
ENSG00000252998	10	2098167	2098269	RNU6-889P	1	snRNA
ENSG00000310302	10	2117305	2145660		4	lncRNA
ENSG00000227912	10	2150480	2169460		2	lncRNA
ENSG00000231326	10	2169137	2189524	LINC02662	8	lncRNA
ENSG00000304355	10	2189654	2192725		1	lncRNA
ENSG00000212156	10	2199387	2199488	RNU6-576P	1	snRNA
ENSG00000296365	10	2207770	2225293		3	lncRNA
ENSG00000234556	10	2276454	2315354	LINC00701	9	lncRNA
ENSG00000294151	10	2315145	2325547		1	lncRNA
ENSG00000234170	10	2368561	2502200	LINC02645	41	lncRNA
ENSG00000237500	10	2499721	2500570		1	lncRNA
ENSG00000235281	10	2501309	2618739		12	lncRNA
ENSG00000305003	10	2646361	2646905		1	lncRNA
ENSG00000308534	10	2675724	2681055		3	lncRNA
ENSG00000286858	10	2724819	2728267		1	lncRNA
ENSG00000295558	10	2927666	2935041		1	lncRNA
ENSG00000231743	10	2936021	2936441		1	processed_pseudogene
ENSG00000298297	10	2971860	2986468		6	lncRNA
ENSG00000234182	10	3009976	3013111		1	lncRNA
ENSG00000299835	10	3015236	3023545		1	lncRNA
ENSG00000310406	10	3023822	3028387		1	lncRNA
ENSG00000308946	10	3028403	3048408		3	lncRNA
ENSG00000287560	10	3030045	3047308		3	lncRNA
ENSG00000289597	10	3051986	3052622		3	lncRNA
ENSG00000273001	10	3052493	3069583	PFKP-DT	15	lncRNA
ENSG00000306656	10	3056554	3058631		1	lncRNA
ENSG00000067057	10	3066333	3137718	PFKP	17	protein_coding
ENSG00000306702	10	3118479	3119977		1	lncRNA
ENSG00000278419	10	3134566	3145166		1	lncRNA
ENSG00000107959	10	3137728	3172841	PITRM1	40	protein_coding
ENSG00000237399	10	3141632	3167972	PITRM1-AS1	3	lncRNA
ENSG00000288566	10	3200829	3210666		1	lncRNA
ENSG00000236968	10	3222243	3231003		9	lncRNA
ENSG00000226762	10	3232251	3277649	LINC02668	11	lncRNA
ENSG00000294691	10	3243115	3249450		4	lncRNA
ENSG00000227338	10	3263346	3267216		2	lncRNA
ENSG00000294649	10	3276680	3295317		7	lncRNA
ENSG00000287428	10	3296338	3298137		1	lncRNA
ENSG00000302051	10	3304281	3314052		3	lncRNA
ENSG00000304184	10	3315265	3315749		1	lncRNA
ENSG00000302083	10	3317560	3318563		1	lncRNA
ENSG00000286610	10	3317813	3501292		35	lncRNA
ENSG00000302066	10	3407331	3409541		1	lncRNA
ENSG00000289882	10	3414293	3424608		2	lncRNA
ENSG00000233321	10	3432519	3515593	LINC02669	36	lncRNA
ENSG00000302130	10	3468901	3469219		1	lncRNA
ENSG00000302116	10	3484974	3485409		1	lncRNA
ENSG00000302097	10	3485560	3486548		1	lncRNA
ENSG00000236892	10	3532083	3556364		4	lncRNA
ENSG00000296125	10	3532880	3534308		1	lncRNA
ENSG00000296145	10	3542407	3542972		1	lncRNA
ENSG00000296170	10	3556982	3626168		11	lncRNA
ENSG00000302824	10	3637524	3665533		3	lncRNA
ENSG00000298480	10	3668252	3670467		4	lncRNA
ENSG00000304831	10	3702076	3708106		1	lncRNA
ENSG00000304971	10	3715057	3720820		1	lncRNA
ENSG00000229672	10	3730666	3769404		15	lncRNA
ENSG00000302901	10	3741694	3755121		4	lncRNA
ENSG00000303648	10	3756531	3758136		1	lncRNA
ENSG00000303616	10	3762408	3769766		4	lncRNA
ENSG00000067082	10	3775996	3785281	KLF6	7	protein_coding
ENSG00000298309	10	3783644	3784023		1	lncRNA
ENSG00000298322	10	3784151	3784494		1	lncRNA
ENSG00000288755	10	3785551	3806592		2	lncRNA
ENSG00000294123	10	3805769	3806315		1	lncRNA
ENSG00000295332	10	3806786	3808513		2	lncRNA
ENSG00000287175	10	3809835	3816169		1	lncRNA
ENSG00000230573	10	3828641	3834735	LINC02639	2	lncRNA
ENSG00000307524	10	3852079	3852538		1	lncRNA
ENSG00000300219	10	3852552	3853014		2	lncRNA
ENSG00000303926	10	3860354	3861133		1	lncRNA
ENSG00000303836	10	3874122	3888368		3	lncRNA
ENSG00000303862	10	3880352	3887048		1	lncRNA
ENSG00000226005	10	3911887	3949354	LINC02660	30	lncRNA
ENSG00000295787	10	3949473	3951004		1	lncRNA
ENSG00000304847	10	3986844	3994594		4	lncRNA
ENSG00000274809	10	3991160	3991259	MIR6078	1	miRNA
ENSG00000227101	10	4004408	4053018		20	lncRNA
ENSG00000310086	10	4013557	4014015		1	lncRNA
ENSG00000236990	10	4051254	4089013		8	lncRNA
ENSG00000305807	10	4099163	4121806		6	lncRNA
ENSG00000305321	10	4130950	4131445		1	lncRNA
ENSG00000309009	10	4149446	4175458		19	lncRNA
ENSG00000309028	10	4166805	4187364		2	lncRNA
ENSG00000309046	10	4180885	4199120		1	lncRNA
ENSG00000233117	10	4201141	4268709	LINC00702	25	lncRNA
ENSG00000309509	10	4217196	4240154		2	lncRNA
ENSG00000309529	10	4247255	4256783		1	lncRNA
ENSG00000297481	10	4334386	4336860		4	lncRNA
ENSG00000295679	10	4369179	4406378		6	lncRNA
ENSG00000224382	10	4382211	4410809	LINC00703	6	lncRNA
ENSG00000230096	10	4415305	4426179		1	lncRNA
ENSG00000307724	10	4430669	4431850		1	lncRNA
ENSG00000287246	10	4437102	4515244		11	lncRNA
ENSG00000207124	10	4514952	4515057	RNU6-163P	1	snRNA
ENSG00000231298	10	4579241	4678216	MANCR	25	lncRNA
ENSG00000296389	10	4647377	4649637		1	lncRNA
ENSG00000225269	10	4655348	4682722	LINC00705	14	lncRNA
ENSG00000296411	10	4663345	4663811		1	lncRNA
ENSG00000287023	10	4678483	4790239		20	lncRNA
ENSG00000296335	10	4704795	4767903		4	lncRNA
ENSG00000296377	10	4768074	4773145		1	lncRNA
ENSG00000165568	10	4786629	4848062	AKR1E2	13	protein_coding
ENSG00000304798	10	4852085	4887973		2	lncRNA
ENSG00000304775	10	4871662	4916350		9	lncRNA
ENSG00000151631	10	4871901	4891975	AKR1C6P	1	transcribed_unprocessed_pseudogene
ENSG00000304813	10	4908348	4934555		1	lncRNA
ENSG00000304836	10	4944110	4953120		1	lncRNA
ENSG00000238840	10	4962436	4962568	U8	1	snoRNA
ENSG00000187134	10	4963253	4983283	AKR1C1	5	protein_coding
ENSG00000151632	10	4987775	5018031	AKR1C2	10	protein_coding
ENSG00000224251	10	4995488	4997380		2	lncRNA
ENSG00000239148	10	5004710	5004842	U8	1	snoRNA
ENSG00000196139	10	5035354	5107686	AKR1C3	11	protein_coding
ENSG00000304878	10	5039599	5040183		1	lncRNA
ENSG00000304857	10	5065554	5068405		3	lncRNA
ENSG00000239142	10	5093408	5093543	U8	1	snoRNA
ENSG00000225418	10	5122087	5135226	AKR1C5P	1	unprocessed_pseudogene
ENSG00000264006	10	5153920	5185187	AKR1C8	4	protein_coding
ENSG00000198610	10	5195462	5218949	AKR1C4	3	protein_coding
ENSG00000228291	10	5207169	5207742	ARL4AP3	1	processed_pseudogene
ENSG00000287848	10	5215408	5217014		1	lncRNA
ENSG00000231039	10	5234309	5264210		2	lncRNA
ENSG00000224034	10	5265906	5271236	LINC02561	1	lncRNA
ENSG00000291045	10	5270921	5291902		13	lncRNA
ENSG00000215267	10	5275173	5288470	AKR1C7P	1	transcribed_unprocessed_pseudogene
ENSG00000297069	10	5277398	5284572		1	lncRNA
ENSG00000298384	10	5292614	5292768		1	lncRNA
ENSG00000293782	10	5301120	5304795		1	lncRNA
ENSG00000223987	10	5304431	5304865	RPL26P28	1	transcribed_processed_pseudogene
ENSG00000296083	10	5308246	5317911		2	lncRNA
ENSG00000280450	10	5346651	5347277		1	TEC
ENSG00000178473	10	5364966	5374692	UCN3	1	protein_coding
ENSG00000178462	10	5393101	5404828	TUBAL3	2	protein_coding
ENSG00000173848	10	5412557	5459056	NET1	6	protein_coding
ENSG00000288922	10	5428890	5497197		19	lncRNA
ENSG00000295496	10	5493401	5497422		1	lncRNA
ENSG00000178372	10	5498697	5499570	CALML5	1	protein_coding
ENSG00000205488	10	5510036	5551111	CALML3-AS1	9	lncRNA
ENSG00000178363	10	5524961	5526771	CALML3	1	protein_coding
ENSG00000256462	10	5524976	5525742		1	lncRNA
ENSG00000300250	10	5547088	5554538		4	lncRNA
ENSG00000287566	10	5549613	5554329		10	lncRNA
ENSG00000287235	10	5557012	5566881		17	lncRNA
ENSG00000242147	10	5594980	5635925	LASTR	40	lncRNA
ENSG00000308058	10	5611032	5612815		1	lncRNA
ENSG00000308038	10	5624905	5626750		1	lncRNA
ENSG00000228685	10	5624931	5625126		1	transcribed_processed_pseudogene
ENSG00000240577	10	5631463	5631755	RN7SL445P	1	misc_RNA
ENSG00000196372	10	5638867	5666595	ASB13	5	protein_coding
ENSG00000108021	10	5684731	5763779	TASOR2	22	protein_coding
ENSG00000226647	10	5712174	5744067		2	lncRNA
ENSG00000057608	10	5765222	5842132	GDI2	9	protein_coding
ENSG00000270427	10	5776071	5776858	NRBF2P5	1	processed_pseudogene
ENSG00000272764	10	5813985	5814441		1	lncRNA
ENSG00000134461	10	5861616	5889906	ANKRD16	4	protein_coding
ENSG00000240180	10	5861805	5862594	RPL12P28	1	processed_pseudogene
ENSG00000134452	10	5890203	5937594	FBH1	16	protein_coding
ENSG00000232807	10	5932391	5945920		5	lncRNA
ENSG00000134470	10	5943639	5978187	IL15RA	22	protein_coding
ENSG00000300557	10	5960203	5972531		2	lncRNA
ENSG00000134460	10	6010689	6062370	IL2RA	7	protein_coding
ENSG00000251922	10	6017054	6017194		1	snoRNA
ENSG00000229664	10	6025978	6036427		1	lncRNA
ENSG00000214015	10	6071514	6071918	RPL32P23	1	processed_pseudogene
ENSG00000134453	10	6089034	6117457	RBM17	12	protein_coding
ENSG00000309520	10	6120026	6122341		4	lncRNA
ENSG00000309490	10	6121567	6141672		7	lncRNA
ENSG00000309505	10	6126593	6129111		1	lncRNA
ENSG00000309556	10	6130003	6131062		2	lncRNA
ENSG00000309541	10	6140560	6141892		2	lncRNA
ENSG00000170525	10	6144934	6254644	PFKFB3	19	protein_coding
ENSG00000201581	10	6149623	6149940	RN7SKP78	1	misc_RNA
ENSG00000263628	10	6152196	6152277	MIR3155A	1	miRNA
ENSG00000283634	10	6152207	6152262	MIR3155B	1	miRNA
ENSG00000213994	10	6197604	6204372		3	lncRNA
ENSG00000238366	10	6245731	6245831	Y_RNA	1	misc_RNA
ENSG00000302099	10	6255466	6274178		1	lncRNA
ENSG00000302151	10	6269816	6271663		1	lncRNA
ENSG00000215244	10	6271169	6401372	LINC02649	19	lncRNA
ENSG00000302118	10	6283362	6300248		1	lncRNA
ENSG00000226705	10	6293100	6294684	SDCBPP1	1	processed_pseudogene
ENSG00000302173	10	6318095	6319864		1	lncRNA
ENSG00000212743	10	6350316	6352762	LINC02656	1	lncRNA
ENSG00000302067	10	6382327	6537977		4	lncRNA
ENSG00000289934	10	6382344	6383083		1	lncRNA
ENSG00000302136	10	6398332	6401905		1	lncRNA
ENSG00000065675	10	6427143	6580301	PRKCQ	3	protein_coding
ENSG00000288915	10	6492439	6493380		3	lncRNA
ENSG00000237943	10	6580419	6616921	PRKCQ-AS1	26	lncRNA
ENSG00000225948	10	6618716	6639781	LINC02648	3	lncRNA
ENSG00000223784	10	6682513	6879450	LINP1	39	lncRNA
ENSG00000289892	10	6733239	6737354		3	lncRNA
ENSG00000307985	10	6745546	6755323		4	lncRNA
ENSG00000281186	10	6772271	6779205	LINC00706	3	lncRNA
ENSG00000307964	10	6791301	6802608		5	lncRNA
ENSG00000287277	10	6824275	7119808		33	lncRNA
ENSG00000307943	10	6920174	6978528		2	lncRNA
ENSG00000308079	10	6953660	6954315		1	lncRNA
ENSG00000308039	10	7073510	7076368		2	lncRNA
ENSG00000223581	10	7096216	7097682	LINC02665	2	lncRNA
ENSG00000270811	10	7154120	7154236		1	processed_pseudogene
ENSG00000198879	10	7158624	7411488	SFMBT2	11	protein_coding
ENSG00000235141	10	7295106	7295290	COX6CP17	1	processed_pseudogene
ENSG00000295051	10	7361678	7363943		1	lncRNA
ENSG00000308334	10	7411565	7413475		1	lncRNA
ENSG00000278982	10	7411599	7413467		1	TEC
ENSG00000289239	10	7411807	7412649		1	lncRNA
ENSG00000232591	10	7443777	7514246	LINC02642	7	lncRNA
ENSG00000296059	10	7484741	7485257		1	lncRNA
ENSG00000296025	10	7485416	7492725		4	lncRNA
ENSG00000207453	10	7486703	7486809	RNU6-535P	1	snRNA
ENSG00000296042	10	7498042	7504503		1	lncRNA
ENSG00000230121	10	7533207	7536565		1	lncRNA
ENSG00000308504	10	7541231	7549150		7	lncRNA
ENSG00000301683	10	7550570	7553748		1	lncRNA
ENSG00000123243	10	7559270	7666998	ITIH5	9	protein_coding
ENSG00000151655	10	7703316	7749520	ITIH2	6	protein_coding
ENSG00000151657	10	7750962	7787993	KIN	5	protein_coding
ENSG00000165629	10	7788147	7807815	ATP5F1C	10	protein_coding
ENSG00000305746	10	7799188	7819424		11	lncRNA
ENSG00000165632	10	7818497	8016631	TAF3	8	protein_coding
ENSG00000233990	10	7833618	7833957		1	processed_pseudogene
ENSG00000197308	10	8016633	8057043	GATA3-AS1	23	lncRNA
ENSG00000308150	10	8034403	8035420		2	lncRNA
ENSG00000308117	10	8035534	8042894		2	lncRNA
ENSG00000107485	10	8045378	8075198	GATA3	5	protein_coding
ENSG00000232638	10	8051216	8053299		6	lncRNA
ENSG00000307416	10	8083243	8084274		2	lncRNA
ENSG00000298566	10	8090769	8125262		5	lncRNA
ENSG00000306499	10	8140961	8215657		3	lncRNA
ENSG00000289897	10	8160246	8181700		8	lncRNA
ENSG00000225053	10	8161260	8162192	PRPF38AP1	1	processed_pseudogene
ENSG00000232170	10	8258936	8299123	LINC00708	5	lncRNA
ENSG00000226861	10	8292827	8301698		2	lncRNA
ENSG00000226990	10	8329226	8463531		12	lncRNA
ENSG00000303971	10	8332110	8332314		1	lncRNA
ENSG00000303957	10	8349661	8354172		1	lncRNA
ENSG00000294994	10	8408065	8409067		1	lncRNA
ENSG00000297878	10	8434947	8454469		2	lncRNA
ENSG00000271251	10	8472719	8472952		1	processed_pseudogene
ENSG00000305784	10	8482106	8485013		1	lncRNA
ENSG00000304440	10	8504405	8514448		1	lncRNA
ENSG00000213771	10	8513687	8515106	KRT8P37	1	transcribed_processed_pseudogene
ENSG00000297786	10	8544499	8595272		3	lncRNA
ENSG00000297769	10	8572350	8669803		6	lncRNA
ENSG00000236420	10	8619933	8620608	CHCHD3P1	1	processed_pseudogene
ENSG00000212505	10	8656716	8656831	RNA5SP299	1	rRNA_pseudogene
ENSG00000270234	10	8724010	8724288		1	processed_pseudogene
ENSG00000308749	10	8726712	8856291		2	lncRNA
ENSG00000234752	10	8862218	8974570	LINC02676	20	lncRNA
ENSG00000303941	10	8983289	9019025		3	lncRNA
ENSG00000302491	10	9038625	9039395		1	lncRNA
ENSG00000307050	10	9064274	9065824		1	lncRNA
ENSG00000304819	10	9149548	9157016		1	lncRNA
ENSG00000306888	10	9198636	9274126		6	lncRNA
ENSG00000306903	10	9273400	9274915		1	lncRNA
ENSG00000230014	10	9275446	9287057	LINC00709	1	lncRNA
ENSG00000287120	10	9292842	9309772		3	lncRNA
ENSG00000310368	10	9320425	9379980		3	lncRNA
ENSG00000302630	10	9452189	9458963		1	lncRNA
ENSG00000302618	10	9454498	9472487		1	lncRNA
ENSG00000303638	10	9532506	9688840		1	lncRNA
ENSG00000235838	10	9721963	9724416	HSP90AB7P	1	processed_pseudogene
ENSG00000228636	10	9758779	9878098	LINC02663	6	lncRNA
ENSG00000297723	10	9926876	9940737		1	lncRNA
ENSG00000296323	10	9992867	10395408		5	lncRNA
ENSG00000253826	11	75780	76143	WBP1LP10	1	unprocessed_pseudogene
ENSG00000224777	11	86649	87586	OR4F2P	1	unprocessed_pseudogene
ENSG00000254468	11	112967	125927		1	lncRNA
ENSG00000270921	11	123312	126123	CICP23	1	processed_pseudogene
ENSG00000230724	11	126990	139612	LINC01001	4	lncRNA
ENSG00000255229	11	129279	186180		6	lncRNA
ENSG00000222225	11	152999	153102	RNU6-447P	1	snRNA
ENSG00000298510	11	159455	164328		2	lncRNA
ENSG00000177951	11	167784	207399	BET1L	7	protein_coding
ENSG00000188076	11	193078	194575	SCGB1C1	1	protein_coding
ENSG00000177947	11	196761	200261	CIMAP1A	3	protein_coding
ENSG00000254559	11	203623	205470		1	lncRNA
ENSG00000177963	11	207708	215113	RIC8A	17	protein_coding
ENSG00000283920	11	209336	209406	MIR6743	1	miRNA
ENSG00000142082	11	215030	236931	SIRT3	16	protein_coding
ENSG00000298317	11	236516	236864		1	lncRNA
ENSG00000185627	11	236966	252984	PSMD13	14	protein_coding
ENSG00000277290	11	243099	243483		1	processed_pseudogene
ENSG00000293500	11	253416	280149		5	lncRNA
ENSG00000289568	11	253446	253558	COX8BP	1	transcribed_unitary_pseudogene
ENSG00000174885	11	278407	285388	NLRP6	3	protein_coding
ENSG00000302999	11	283058	290165		4	lncRNA
ENSG00000255026	11	287305	288987		4	lncRNA
ENSG00000142102	11	289126	296107	PGGHG	8	protein_coding
ENSG00000206013	11	298200	299526	IFITM5	1	protein_coding
ENSG00000185201	11	303655	309397	IFITM2	23	protein_coding
ENSG00000255533	11	303856	304144		1	processed_pseudogene
ENSG00000298485	11	308195	314314		1	lncRNA
ENSG00000288681	11	308408	315272		1	protein_coding
ENSG00000254910	11	309528	311198		3	lncRNA
ENSG00000185885	11	310041	315272	IFITM1	29	protein_coding
ENSG00000251661	11	318582	330206		22	lncRNA
ENSG00000298529	11	319673	320900		3	lncRNA
ENSG00000142089	11	319676	329475	IFITM3	27	protein_coding
ENSG00000255089	11	321991	322426		1	lncRNA
ENSG00000298496	11	330128	334863		1	lncRNA
ENSG00000270972	11	333192	333688		1	lncRNA
ENSG00000182272	11	369499	382117	B4GALNT4	5	protein_coding
ENSG00000184363	11	392614	404908	PKP3	11	protein_coding
ENSG00000185187	11	405715	417455	SIGIRR	28	protein_coding
ENSG00000185101	11	417933	442011	ANO9	8	protein_coding
ENSG00000243562	11	440399	440693	RN7SL838P	1	misc_RNA
ENSG00000174915	11	448268	491399	PTDSS2	13	protein_coding
ENSG00000255237	11	462930	463899		1	lncRNA
ENSG00000023191	11	494512	507300	RNH1	24	protein_coding
ENSG00000288033	11	512513	518134		1	lncRNA
ENSG00000289997	11	518990	532262		1	lncRNA
ENSG00000254739	11	528907	529659		1	lncRNA
ENSG00000174775	11	532242	537321	HRAS	10	protein_coding
ENSG00000161328	11	537527	554912	LRRC56	1	protein_coding
ENSG00000185522	11	554850	560738	LMNTD2	5	protein_coding
ENSG00000254815	11	557595	560114	LMNTD2-AS1	4	lncRNA
ENSG00000099849	11	560404	564025	RASSF7	8	protein_coding
ENSG00000247095	11	565657	568542	MIR210HG	15	lncRNA
ENSG00000199038	11	568089	568198	MIR210	1	miRNA
ENSG00000299860	11	575212	575857		1	lncRNA
ENSG00000070047	11	576470	612222	PHRF1	6	protein_coding
ENSG00000185507	11	612553	615983	IRF7	17	protein_coding
ENSG00000099834	11	616577	626078	CDHR5	11	protein_coding
ENSG00000070031	11	626309	627181	SCT	1	protein_coding
ENSG00000069696	11	637269	640706	DRD4	2	protein_coding
ENSG00000177030	11	644233	707118	DEAF1	22	protein_coding
ENSG00000255158	11	665910	678391		1	lncRNA
ENSG00000177106	11	694438	727727	EPS8L2	31	protein_coding
ENSG00000177042	11	695591	705028	TMEM80	7	protein_coding
ENSG00000269915	11	708564	727047		1	lncRNA
ENSG00000303334	11	736511	738163		2	lncRNA
ENSG00000177156	11	747415	765012	TALDO1	9	protein_coding
ENSG00000177225	11	767220	777488	GATD1	16	protein_coding
ENSG00000255284	11	777570	785231	GATD1-DT	22	lncRNA
ENSG00000255142	11	781645	782105		1	lncRNA
ENSG00000184524	11	787115	790113	CEND1	2	protein_coding
ENSG00000177542	11	790475	798281	SLC25A22	31	protein_coding
ENSG00000288675	11	797511	799190	PANO1	1	protein_coding
ENSG00000177595	11	799179	809753	PIDD1	11	protein_coding
ENSG00000293685	11	803398	804419		1	protein_coding
ENSG00000177600	11	805438	812883	RPLP2	9	protein_coding
ENSG00000199785	11	811681	811814	SNORA52	1	snoRNA
ENSG00000300269	11	812533	812880		1	lncRNA
ENSG00000177666	11	818914	825573	PNPLA2	6	protein_coding
ENSG00000255108	11	823035	832883		2	lncRNA
ENSG00000177685	11	826144	831991	CRACR2B	14	protein_coding
ENSG00000177697	11	832887	839831	CD151	23	protein_coding
ENSG00000177700	11	837356	842529	POLR2L	2	protein_coding
ENSG00000214063	11	842812	867116	TSPAN4	20	protein_coding
ENSG00000250397	11	856880	859795		1	lncRNA
ENSG00000177830	11	867859	915058	CHID1	24	protein_coding
ENSG00000183020	11	924881	1012245	AP2A2	36	protein_coding
ENSG00000222561	11	948421	948524	RNU6-1025P	1	snRNA
ENSG00000184956	11	1012823	1036718	MUC6	4	protein_coding
ENSG00000254872	11	1040663	1055781	LINC02688	7	lncRNA
ENSG00000301936	11	1061790	1073454		4	lncRNA
ENSG00000198788	11	1074875	1110511	MUC2	3	protein_coding
ENSG00000296903	11	1093489	1095382		1	lncRNA
ENSG00000294945	11	1113448	1116566		1	lncRNA
ENSG00000215182	11	1157953	1201138	MUC5AC	1	protein_coding
ENSG00000286275	11	1218530	1220242		1	lncRNA
ENSG00000117983	11	1223066	1262172	MUC5B	5	protein_coding
